SaleDate,Item,Quantity,Price,Category,TotalSales,source_file
2004-09-01,S18_2248,28,61.75,Vintage Cars,1729.0,sales_data_sample.csv
2004-10-06,S18_2248,46,49.04,Vintage Cars,2255.84,sales_data_sample.csv
2004-10-21,S18_2248,30,61.15,Vintage Cars,1834.5,sales_data_sample.csv
2004-11-17,S18_2248,38,84.25,Vintage Cars,3201.5,sales_data_sample.csv
2004-11-25,S18_2248,40,56.91,Vintage Cars,2276.3999999999996,sales_data_sample.csv
2005-01-12,S18_2248,45,100.0,Vintage Cars,4500.0,sales_data_sample.csv
2005-02-10,S18_2248,27,49.3,Vintage Cars,1331.1,sales_data_sample.csv
2003-01-31,S18_2319,29,100.0,Trucks and Buses,2900.0,sales_data_sample.csv
2003-04-01,S18_2319,39,100.0,Trucks and Buses,3900.0,sales_data_sample.csv
2003-06-03,S18_2319,45,100.0,Trucks and Buses,4500.0,sales_data_sample.csv
2003-08-01,S18_2319,47,100.0,Trucks and Buses,4700.0,sales_data_sample.csv
2003-09-21,S18_2319,49,100.0,Trucks and Buses,4900.0,sales_data_sample.csv
2003-10-22,S18_2319,46,100.0,Trucks and Buses,4600.0,sales_data_sample.csv
2003-11-06,S18_2319,48,100.0,Trucks and Buses,4800.0,sales_data_sample.csv
2003-11-14,S18_2319,46,100.0,Trucks and Buses,4600.0,sales_data_sample.csv
2003-11-25,S18_2319,35,100.0,Trucks and Buses,3500.0,sales_data_sample.csv
2003-12-09,S18_2319,43,100.0,Trucks and Buses,4300.0,sales_data_sample.csv
2004-03-11,S18_2319,26,100.0,Trucks and Buses,2600.0,sales_data_sample.csv
2004-05-05,S18_2319,22,98.18,Trucks and Buses,2159.96,sales_data_sample.csv
2004-06-15,S18_2319,34,99.41,Trucks and Buses,3379.94,sales_data_sample.csv
2004-07-20,S18_2319,50,100.0,Trucks and Buses,5000.0,sales_data_sample.csv
2004-08-19,S18_2319,48,100.0,Trucks and Buses,4800.0,sales_data_sample.csv
2004-09-08,S18_2319,41,100.0,Trucks and Buses,4100.0,sales_data_sample.csv
2004-10-13,S18_2319,36,100.0,Trucks and Buses,3600.0,sales_data_sample.csv
2004-10-22,S18_2319,29,100.0,Trucks and Buses,2900.0,sales_data_sample.csv
2004-11-05,S18_2319,33,37.48,Trucks and Buses,1236.84,sales_data_sample.csv
2004-12-01,S18_2319,38,100.0,Trucks and Buses,3800.0,sales_data_sample.csv
2004-12-10,S18_2319,20,36.42,Trucks and Buses,728.4000000000001,sales_data_sample.csv
2005-01-20,S18_2319,22,100.0,Trucks and Buses,2200.0,sales_data_sample.csv
2005-02-22,S18_2319,27,100.0,Trucks and Buses,2700.0,sales_data_sample.csv
2005-05-03,S18_2319,56,98.18,Trucks and Buses,5498.08,sales_data_sample.csv
2003-01-09,S18_2325,25,100.0,Vintage Cars,2500.0,sales_data_sample.csv
2003-03-18,S18_2325,33,100.0,Vintage Cars,3300.0,sales_data_sample.csv
2003-05-21,S18_2325,42,100.0,Vintage Cars,4200.0,sales_data_sample.csv
2003-09-12,S18_2325,33,100.0,Vintage Cars,3300.0,sales_data_sample.csv
2003-10-18,S18_2325,38,100.0,Vintage Cars,3800.0,sales_data_sample.csv
2003-11-05,S18_2325,31,100.0,Vintage Cars,3100.0,sales_data_sample.csv
2003-11-12,S18_2325,20,100.0,Vintage Cars,2000.0,sales_data_sample.csv
2003-11-21,S18_2325,44,100.0,Vintage Cars,4400.0,sales_data_sample.csv
2003-12-02,S18_2325,26,100.0,Vintage Cars,2600.0,sales_data_sample.csv
2004-01-26,S18_2325,27,100.0,Vintage Cars,2700.0,sales_data_sample.csv
2004-03-02,S18_2325,46,100.0,Vintage Cars,4600.0,sales_data_sample.csv
2004-04-26,S18_2325,47,100.0,Vintage Cars,4700.0,sales_data_sample.csv
2004-08-17,S18_2325,37,100.0,Vintage Cars,3700.0,sales_data_sample.csv
2004-09-01,S18_2325,31,100.0,Vintage Cars,3100.0,sales_data_sample.csv
2004-10-11,S18_2325,24,100.0,Vintage Cars,2400.0,sales_data_sample.csv
2004-10-21,S18_2325,31,100.0,Vintage Cars,3100.0,sales_data_sample.csv
2004-11-04,S18_2325,50,100.0,Vintage Cars,5000.0,sales_data_sample.csv
2004-11-17,S18_2325,35,64.69,Vintage Cars,2264.15,sales_data_sample.csv
2004-11-25,S18_2325,30,100.0,Vintage Cars,3000.0,sales_data_sample.csv
2004-12-09,S18_2325,29,100.0,Vintage Cars,2900.0,sales_data_sample.csv
2005-01-12,S18_2325,27,100.0,Vintage Cars,2700.0,sales_data_sample.csv
2005-02-16,S18_2325,40,100.0,Vintage Cars,4000.0,sales_data_sample.csv
2005-03-04,S18_2325,31,98.99,Vintage Cars,3068.69,sales_data_sample.csv
2005-04-23,S18_2325,6,100.0,Vintage Cars,600.0,sales_data_sample.csv
2003-01-29,S18_2432,22,54.09,Trucks and Buses,1189.98,sales_data_sample.csv
2003-04-01,S18_2432,45,68.67,Trucks and Buses,3090.15,sales_data_sample.csv
2003-05-28,S18_2432,43,65.02,Trucks and Buses,2795.8599999999997,sales_data_sample.csv
2003-07-24,S18_2432,46,61.99,Trucks and Buses,2851.54,sales_data_sample.csv
2003-09-21,S18_2432,39,69.28,Trucks and Buses,2701.92,sales_data_sample.csv
2003-10-22,S18_2432,31,71.1,Trucks and Buses,2204.1,sales_data_sample.csv
2003-11-06,S18_2432,41,69.28,Trucks and Buses,2840.48,sales_data_sample.csv
2003-11-14,S18_2432,44,60.16,Trucks and Buses,2647.04,sales_data_sample.csv
2003-11-25,S18_2432,45,70.49,Trucks and Buses,3172.0499999999997,sales_data_sample.csv
2003-12-09,S18_2432,37,69.89,Trucks and Buses,2585.93,sales_data_sample.csv
2004-02-04,S18_2432,35,61.38,Trucks and Buses,2148.3,sales_data_sample.csv
2004-03-11,S18_2432,28,59.55,Trucks and Buses,1667.3999999999999,sales_data_sample.csv
2004-05-05,S18_2432,30,61.99,Trucks and Buses,1859.7,sales_data_sample.csv
2004-06-15,S18_2432,30,49.22,Trucks and Buses,1476.6,sales_data_sample.csv
2004-07-20,S18_2432,25,69.28,Trucks and Buses,1732.0,sales_data_sample.csv
2004-08-19,S18_2432,29,57.73,Trucks and Buses,1674.1699999999998,sales_data_sample.csv
2004-09-08,S18_2432,26,57.73,Trucks and Buses,1500.98,sales_data_sample.csv
2004-10-13,S18_2432,41,53.48,Trucks and Buses,2192.68,sales_data_sample.csv
2004-10-22,S18_2432,34,52.87,Trucks and Buses,1797.58,sales_data_sample.csv
2004-11-04,S18_2432,35,61.21,Trucks and Buses,2142.35,sales_data_sample.csv
2004-11-29,S18_2432,50,100.0,Trucks and Buses,5000.0,sales_data_sample.csv
2004-12-10,S18_2432,41,61.99,Trucks and Buses,2541.59,sales_data_sample.csv
2005-01-20,S18_2432,22,96.86,Trucks and Buses,2130.92,sales_data_sample.csv
2005-02-17,S18_2432,35,48.62,Trucks and Buses,1701.6999999999998,sales_data_sample.csv
2005-03-09,S18_2432,44,38.5,Trucks and Buses,1694.0,sales_data_sample.csv
2005-05-03,S18_2432,47,61.99,Trucks and Buses,2913.53,sales_data_sample.csv
2003-02-17,S18_2581,34,90.39,Planes,3073.26,sales_data_sample.csv
2003-04-29,S18_2581,29,71.81,Planes,2082.4900000000002,sales_data_sample.csv
2003-06-27,S18_2581,49,69.27,Planes,3394.23,sales_data_sample.csv
2003-08-25,S18_2581,30,85.32,Planes,2559.6,sales_data_sample.csv
2003-10-28,S18_2581,21,70.96,Planes,1490.1599999999999,sales_data_sample.csv
2004-01-12,S18_2581,50,76.88,Planes,3844.0,sales_data_sample.csv
2004-02-20,S18_2581,47,100.0,Planes,4700.0,sales_data_sample.csv
2004-04-02,S18_2581,24,76.03,Planes,1824.72,sales_data_sample.csv
2004-05-11,S18_2581,27,98.84,Planes,2668.6800000000003,sales_data_sample.csv
2004-06-28,S18_2581,33,86.17,Planes,2843.61,sales_data_sample.csv
2004-07-23,S18_2581,35,90.39,Planes,3163.65,sales_data_sample.csv
2004-08-21,S18_2581,31,71.81,Planes,2226.11,sales_data_sample.csv
2004-09-16,S18_2581,25,82.79,Planes,2069.75,sales_data_sample.csv
2004-10-15,S18_2581,27,82.79,Planes,2235.3300000000004,sales_data_sample.csv
2004-11-02,S18_2581,31,100.0,Planes,3100.0,sales_data_sample.csv
2004-11-10,S18_2581,45,100.0,Planes,4500.0,sales_data_sample.csv
2004-11-23,S18_2581,27,100.0,Planes,2700.0,sales_data_sample.csv
2004-12-04,S18_2581,27,100.0,Planes,2700.0,sales_data_sample.csv
2005-02-02,S18_2581,42,69.27,Planes,2909.3399999999997,sales_data_sample.csv
2005-03-01,S18_2581,21,74.77,Planes,1570.1699999999998,sales_data_sample.csv
2005-03-30,S18_2581,34,76.88,Planes,2613.92,sales_data_sample.csv
2005-05-10,S18_2581,15,98.84,Planes,1482.6000000000001,sales_data_sample.csv
2003-02-24,S18_2625,29,70.87,Motorcycles,2055.23,sales_data_sample.csv
2003-04-29,S18_2625,46,58.15,Motorcycles,2674.9,sales_data_sample.csv
2003-07-01,S18_2625,30,61.78,Motorcycles,1853.4,sales_data_sample.csv
2003-08-25,S18_2625,30,49.67,Motorcycles,1490.1000000000001,sales_data_sample.csv
2003-10-10,S18_2625,42,51.48,Motorcycles,2162.16,sales_data_sample.csv
2003-10-28,S18_2625,46,61.18,Motorcycles,2814.28,sales_data_sample.csv
2003-11-11,S18_2625,25,64.2,Motorcycles,1605.0,sales_data_sample.csv
2003-11-18,S18_2625,32,65.42,Motorcycles,2093.44,sales_data_sample.csv
2003-12-01,S18_2625,30,64.81,Motorcycles,1944.3000000000002,sales_data_sample.csv
2004-01-12,S18_2625,40,49.67,Motorcycles,1986.8000000000002,sales_data_sample.csv
2004-02-20,S18_2625,28,60.57,Motorcycles,1695.96,sales_data_sample.csv
2004-04-03,S18_2625,23,55.72,Motorcycles,1281.56,sales_data_sample.csv
2004-05-18,S18_2625,29,61.18,Motorcycles,1774.22,sales_data_sample.csv
2004-06-28,S18_2625,34,58.75,Motorcycles,1997.5,sales_data_sample.csv
2004-07-23,S18_2625,37,63.6,Motorcycles,2353.2000000000003,sales_data_sample.csv
2004-08-27,S18_2625,20,49.06,Motorcycles,981.2,sales_data_sample.csv
2004-09-27,S18_2625,32,48.46,Motorcycles,1550.72,sales_data_sample.csv
2004-10-15,S18_2625,34,52.09,Motorcycles,1771.0600000000002,sales_data_sample.csv
2004-11-02,S18_2625,42,52.7,Motorcycles,2213.4,sales_data_sample.csv
2004-11-15,S18_2625,38,100.0,Motorcycles,3800.0,sales_data_sample.csv
2004-11-23,S18_2625,30,62.16,Motorcycles,1864.8,sales_data_sample.csv
2005-01-05,S18_2625,23,49.67,Motorcycles,1142.41,sales_data_sample.csv
2005-02-02,S18_2625,22,53.3,Motorcycles,1172.6,sales_data_sample.csv
2005-03-03,S18_2625,39,100.0,Motorcycles,3900.0,sales_data_sample.csv
2005-04-07,S18_2625,55,55.72,Motorcycles,3064.6,sales_data_sample.csv
2003-01-09,S18_2795,26,100.0,Vintage Cars,2600.0,sales_data_sample.csv
2003-03-18,S18_2795,31,100.0,Vintage Cars,3100.0,sales_data_sample.csv
2003-05-21,S18_2795,34,100.0,Vintage Cars,3400.0,sales_data_sample.csv
2003-07-16,S18_2795,41,100.0,Vintage Cars,4100.0,sales_data_sample.csv
2003-09-12,S18_2795,23,100.0,Vintage Cars,2300.0,sales_data_sample.csv
2003-10-18,S18_2795,48,100.0,Vintage Cars,4800.0,sales_data_sample.csv
2003-11-05,S18_2795,22,100.0,Vintage Cars,2200.0,sales_data_sample.csv
2003-11-12,S18_2795,21,100.0,Vintage Cars,2100.0,sales_data_sample.csv
2003-11-21,S18_2795,22,100.0,Vintage Cars,2200.0,sales_data_sample.csv
2003-12-03,S18_2795,40,100.0,Vintage Cars,4000.0,sales_data_sample.csv
2004-01-26,S18_2795,50,100.0,Vintage Cars,5000.0,sales_data_sample.csv
2004-03-02,S18_2795,29,100.0,Vintage Cars,2900.0,sales_data_sample.csv
2004-04-29,S18_2795,43,100.0,Vintage Cars,4300.0,sales_data_sample.csv
2004-06-04,S18_2795,24,100.0,Vintage Cars,2400.0,sales_data_sample.csv
2004-08-17,S18_2795,22,100.0,Vintage Cars,2200.0,sales_data_sample.csv
2004-09-03,S18_2795,43,100.0,Vintage Cars,4300.0,sales_data_sample.csv
2004-10-11,S18_2795,20,100.0,Vintage Cars,2000.0,sales_data_sample.csv
2004-10-21,S18_2795,25,100.0,Vintage Cars,2500.0,sales_data_sample.csv
2004-11-04,S18_2795,36,100.0,Vintage Cars,3600.0,sales_data_sample.csv
2004-11-17,S18_2795,24,52.67,Vintage Cars,1264.08,sales_data_sample.csv
2004-11-29,S18_2795,21,100.0,Vintage Cars,2100.0,sales_data_sample.csv
2004-12-09,S18_2795,30,100.0,Vintage Cars,3000.0,sales_data_sample.csv
2005-01-12,S18_2795,32,94.79,Vintage Cars,3033.28,sales_data_sample.csv
2005-02-16,S18_2795,21,47.18,Vintage Cars,990.78,sales_data_sample.csv
2005-03-04,S18_2795,26,78.11,Vintage Cars,2030.86,sales_data_sample.csv
2003-03-10,S18_2870,26,100.0,Classic Cars,2600.0,sales_data_sample.csv
2003-05-20,S18_2870,46,100.0,Classic Cars,4600.0,sales_data_sample.csv
2003-07-10,S18_2870,37,100.0,Classic Cars,3700.0,sales_data_sample.csv
2003-09-11,S18_2870,27,100.0,Classic Cars,2700.0,sales_data_sample.csv
2003-10-17,S18_2870,23,100.0,Classic Cars,2300.0,sales_data_sample.csv
2003-11-05,S18_2870,39,100.0,Classic Cars,3900.0,sales_data_sample.csv
2003-11-12,S18_2870,27,100.0,Classic Cars,2700.0,sales_data_sample.csv
2003-11-20,S18_2870,38,100.0,Classic Cars,3800.0,sales_data_sample.csv
2003-12-02,S18_2870,27,100.0,Classic Cars,2700.0,sales_data_sample.csv
2004-01-16,S18_2870,40,100.0,Classic Cars,4000.0,sales_data_sample.csv
2004-02-26,S18_2870,24,100.0,Classic Cars,2400.0,sales_data_sample.csv
2004-04-13,S18_2870,44,100.0,Classic Cars,4400.0,sales_data_sample.csv
2004-07-06,S18_2870,20,100.0,Classic Cars,2000.0,sales_data_sample.csv
2004-08-06,S18_2870,39,100.0,Classic Cars,3900.0,sales_data_sample.csv
2004-08-30,S18_2870,44,100.0,Classic Cars,4400.0,sales_data_sample.csv
2003-10-05,S18_2870,22,100.0,Classic Cars,2200.0,sales_data_sample.csv
2004-10-16,S18_2870,43,100.0,Classic Cars,4300.0,sales_data_sample.csv
2004-11-04,S18_2870,27,100.0,Classic Cars,2700.0,sales_data_sample.csv
2004-11-17,S18_2870,26,64.9,Classic Cars,1687.4,sales_data_sample.csv
2004-11-24,S18_2870,25,52.32,Classic Cars,1308.0,sales_data_sample.csv
2005-01-10,S18_2870,49,100.0,Classic Cars,4900.0,sales_data_sample.csv
2005-02-10,S18_2870,29,100.0,Classic Cars,2900.0,sales_data_sample.csv
2005-05-17,S18_2870,55,100.0,Classic Cars,5500.0,sales_data_sample.csv
2003-01-29,S18_2949,27,83.07,Vintage Cars,2242.89,sales_data_sample.csv
2003-03-24,S18_2949,23,100.0,Vintage Cars,2300.0,sales_data_sample.csv
2003-05-28,S18_2949,31,90.17,Vintage Cars,2795.27,sales_data_sample.csv
2003-07-16,S18_2949,46,100.0,Vintage Cars,4600.0,sales_data_sample.csv
2003-09-19,S18_2949,47,91.18,Vintage Cars,4285.46,sales_data_sample.csv
2003-10-20,S18_2949,31,100.0,Vintage Cars,3100.0,sales_data_sample.csv
2003-11-06,S18_2949,46,100.0,Vintage Cars,4600.0,sales_data_sample.csv
2003-11-13,S18_2949,37,89.15,Vintage Cars,3298.55,sales_data_sample.csv
2003-11-21,S18_2949,28,93.21,Vintage Cars,2609.8799999999997,sales_data_sample.csv
2003-12-05,S18_2949,37,90.17,Vintage Cars,3336.29,sales_data_sample.csv
2004-01-29,S18_2949,49,100.0,Vintage Cars,4900.0,sales_data_sample.csv
2004-03-10,S18_2949,24,100.0,Vintage Cars,2400.0,sales_data_sample.csv
2004-04-29,S18_2949,30,100.0,Vintage Cars,3000.0,sales_data_sample.csv
2004-06-14,S18_2949,50,88.14,Vintage Cars,4407.0,sales_data_sample.csv
2004-07-19,S18_2949,31,96.24,Vintage Cars,2983.44,sales_data_sample.csv
2004-08-17,S18_2949,46,100.0,Vintage Cars,4600.0,sales_data_sample.csv
2004-09-08,S18_2949,47,100.0,Vintage Cars,4700.0,sales_data_sample.csv
2004-10-11,S18_2949,46,100.0,Vintage Cars,4600.0,sales_data_sample.csv
2004-10-21,S18_2949,37,100.0,Vintage Cars,3700.0,sales_data_sample.csv
2004-11-04,S18_2949,33,100.0,Vintage Cars,3300.0,sales_data_sample.csv
2004-11-18,S18_2949,31,90.17,Vintage Cars,2795.27,sales_data_sample.csv
2004-11-29,S18_2949,48,100.0,Vintage Cars,4800.0,sales_data_sample.csv
2004-12-10,S18_2949,41,87.13,Vintage Cars,3572.33,sales_data_sample.csv
2005-01-20,S18_2949,42,100.0,Vintage Cars,4200.0,sales_data_sample.csv
2005-02-17,S18_2949,41,100.0,Vintage Cars,4100.0,sales_data_sample.csv
2005-03-09,S18_2949,32,45.25,Vintage Cars,1448.0,sales_data_sample.csv
2003-01-29,S18_2957,35,57.46,Vintage Cars,2011.1000000000001,sales_data_sample.csv
2003-03-25,S18_2957,28,64.33,Vintage Cars,1801.24,sales_data_sample.csv
2003-05-28,S18_2957,46,73.7,Vintage Cars,3390.2000000000003,sales_data_sample.csv
2003-07-16,S18_2957,20,71.2,Vintage Cars,1424.0,sales_data_sample.csv
2003-09-19,S18_2957,30,49.97,Vintage Cars,1499.1,sales_data_sample.csv
2003-10-20,S18_2957,48,69.96,Vintage Cars,3358.08,sales_data_sample.csv
2003-11-05,S18_2957,28,53.72,Vintage Cars,1504.1599999999999,sales_data_sample.csv
2003-11-13,S18_2957,39,68.08,Vintage Cars,2655.12,sales_data_sample.csv
2003-11-21,S18_2957,24,51.84,Vintage Cars,1244.16,sales_data_sample.csv
2003-12-05,S18_2957,28,67.46,Vintage Cars,1888.8799999999999,sales_data_sample.csv
2004-01-29,S18_2957,31,58.71,Vintage Cars,1820.01,sales_data_sample.csv
2004-03-10,S18_2957,45,63.71,Vintage Cars,2866.95,sales_data_sample.csv
2004-04-29,S18_2957,24,58.09,Vintage Cars,1394.16,sales_data_sample.csv
2004-06-14,S18_2957,49,53.72,Vintage Cars,2632.2799999999997,sales_data_sample.csv
2004-07-16,S18_2957,32,63.08,Vintage Cars,2018.56,sales_data_sample.csv
2004-08-17,S18_2957,43,68.71,Vintage Cars,2954.5299999999997,sales_data_sample.csv
2004-09-08,S18_2957,37,50.59,Vintage Cars,1871.8300000000002,sales_data_sample.csv
2004-10-11,S18_2957,24,64.96,Vintage Cars,1559.04,sales_data_sample.csv
2004-10-21,S18_2957,35,53.72,Vintage Cars,1880.2,sales_data_sample.csv
2004-11-04,S18_2957,41,29.87,Vintage Cars,1224.67,sales_data_sample.csv
2004-11-17,S18_2957,26,100.0,Vintage Cars,2600.0,sales_data_sample.csv
2004-11-29,S18_2957,34,64.96,Vintage Cars,2208.64,sales_data_sample.csv
2004-12-10,S18_2957,49,70.58,Vintage Cars,3458.42,sales_data_sample.csv
2005-01-20,S18_2957,28,44.21,Vintage Cars,1237.88,sales_data_sample.csv
2005-02-17,S18_2957,40,68.08,Vintage Cars,2723.2,sales_data_sample.csv
2005-03-10,S18_2957,37,59.96,Vintage Cars,2218.52,sales_data_sample.csv
2003-02-17,S18_3029,41,83.44,Ships,3421.04,sales_data_sample.csv
2003-04-28,S18_3029,21,89.46,Ships,1878.6599999999999,sales_data_sample.csv
2003-06-16,S18_3029,40,96.34,Ships,3853.6000000000004,sales_data_sample.csv
2003-08-10,S18_3029,46,74.84,Ships,3442.6400000000003,sales_data_sample.csv
2003-10-06,S18_3029,44,79.14,Ships,3482.16,sales_data_sample.csv
2003-11-08,S18_3029,41,81.72,Ships,3350.52,sales_data_sample.csv
2003-11-14,S18_3029,32,89.46,Ships,2862.72,sales_data_sample.csv
2003-11-26,S18_3029,46,87.74,Ships,4036.04,sales_data_sample.csv
2004-01-09,S18_3029,28,100.0,Ships,2800.0,sales_data_sample.csv
2004-02-19,S18_3029,49,94.62,Ships,4636.38,sales_data_sample.csv
2004-07-21,S18_3029,34,98.06,Ships,3334.04,sales_data_sample.csv
2004-08-20,S18_3029,21,98.06,Ships,2059.26,sales_data_sample.csv
2004-09-15,S18_3029,21,96.34,Ships,2023.14,sales_data_sample.csv
2004-10-14,S18_3029,31,83.44,Ships,2586.64,sales_data_sample.csv
2004-11-01,S18_3029,21,94.62,Ships,1987.02,sales_data_sample.csv
2004-11-10,S18_3029,25,45.86,Ships,1146.5,sales_data_sample.csv
2004-11-22,S18_3029,28,82.58,Ships,2312.24,sales_data_sample.csv
2004-12-02,S18_3029,43,64.97,Ships,2793.71,sales_data_sample.csv
2005-01-31,S18_3029,22,86.74,Ships,1908.28,sales_data_sample.csv
2005-03-01,S18_3029,37,93.01,Ships,3441.3700000000003,sales_data_sample.csv
2005-03-30,S18_3029,28,72.26,Ships,2023.2800000000002,sales_data_sample.csv
2005-04-01,S18_3029,30,74.84,Ships,2245.2000000000003,sales_data_sample.csv
2003-01-29,S18_3136,25,100.0,Vintage Cars,2500.0,sales_data_sample.csv
2003-03-25,S18_3136,43,100.0,Vintage Cars,4300.0,sales_data_sample.csv
2003-05-28,S18_3136,30,97.39,Vintage Cars,2921.7,sales_data_sample.csv
2003-07-16,S18_3136,20,90.06,Vintage Cars,1801.2,sales_data_sample.csv
2003-09-19,S18_3136,26,100.0,Vintage Cars,2600.0,sales_data_sample.csv
2003-10-20,S18_3136,40,100.0,Vintage Cars,4000.0,sales_data_sample.csv
2003-11-05,S18_3136,31,89.01,Vintage Cars,2759.31,sales_data_sample.csv
2003-11-13,S18_3136,22,100.0,Vintage Cars,2200.0,sales_data_sample.csv
2003-11-21,S18_3136,23,100.0,Vintage Cars,2300.0,sales_data_sample.csv
2003-12-05,S18_3136,30,100.0,Vintage Cars,3000.0,sales_data_sample.csv
2004-01-29,S18_3136,49,100.0,Vintage Cars,4900.0,sales_data_sample.csv
2004-03-10,S18_3136,31,100.0,Vintage Cars,3100.0,sales_data_sample.csv
2004-04-29,S18_3136,29,100.0,Vintage Cars,2900.0,sales_data_sample.csv
2004-06-14,S18_3136,37,84.82,Vintage Cars,3138.3399999999997,sales_data_sample.csv
2004-07-19,S18_3136,38,100.0,Vintage Cars,3800.0,sales_data_sample.csv
2004-08-17,S18_3136,29,100.0,Vintage Cars,2900.0,sales_data_sample.csv
2004-09-08,S18_3136,23,100.0,Vintage Cars,2300.0,sales_data_sample.csv
2004-10-11,S18_3136,26,85.87,Vintage Cars,2232.62,sales_data_sample.csv
2004-10-21,S18_3136,38,100.0,Vintage Cars,3800.0,sales_data_sample.csv
2004-11-04,S18_3136,48,47.04,Vintage Cars,2257.92,sales_data_sample.csv
2004-11-17,S18_3136,40,39.8,Vintage Cars,1592.0,sales_data_sample.csv
2004-11-29,S18_3136,45,100.0,Vintage Cars,4500.0,sales_data_sample.csv
2004-12-10,S18_3136,44,100.0,Vintage Cars,4400.0,sales_data_sample.csv
2005-01-20,S18_3136,21,94.22,Vintage Cars,1978.62,sales_data_sample.csv
2005-02-17,S18_3136,35,100.0,Vintage Cars,3500.0,sales_data_sample.csv
2005-03-10,S18_3136,29,86.92,Vintage Cars,2520.68,sales_data_sample.csv
2003-02-11,S18_3140,22,100.0,Vintage Cars,2200.0,sales_data_sample.csv
2003-04-16,S18_3140,26,100.0,Vintage Cars,2600.0,sales_data_sample.csv
2003-06-06,S18_3140,41,100.0,Vintage Cars,4100.0,sales_data_sample.csv
2003-08-08,S18_3140,47,100.0,Vintage Cars,4700.0,sales_data_sample.csv
2003-09-28,S18_3140,31,100.0,Vintage Cars,3100.0,sales_data_sample.csv
2003-10-21,S18_3140,43,100.0,Vintage Cars,4300.0,sales_data_sample.csv
2003-11-07,S18_3140,23,100.0,Vintage Cars,2300.0,sales_data_sample.csv
2003-11-14,S18_3140,28,100.0,Vintage Cars,2800.0,sales_data_sample.csv
2003-11-26,S18_3140,49,100.0,Vintage Cars,4900.0,sales_data_sample.csv
2004-01-02,S18_3140,24,100.0,Vintage Cars,2400.0,sales_data_sample.csv
2004-02-18,S18_3140,33,100.0,Vintage Cars,3300.0,sales_data_sample.csv
2004-03-20,S18_3140,22,100.0,Vintage Cars,2200.0,sales_data_sample.csv
2004-07-21,S18_3140,40,100.0,Vintage Cars,4000.0,sales_data_sample.csv
2004-08-20,S18_3140,43,100.0,Vintage Cars,4300.0,sales_data_sample.csv
2004-09-09,S18_3140,24,100.0,Vintage Cars,2400.0,sales_data_sample.csv
2004-10-14,S18_3140,32,100.0,Vintage Cars,3200.0,sales_data_sample.csv
2004-10-22,S18_3140,20,100.0,Vintage Cars,2000.0,sales_data_sample.csv
2004-11-05,S18_3140,24,69.12,Vintage Cars,1658.88,sales_data_sample.csv
2004-11-20,S18_3140,48,100.0,Vintage Cars,4800.0,sales_data_sample.csv
2004-12-02,S18_3140,44,100.0,Vintage Cars,4400.0,sales_data_sample.csv
2005-01-26,S18_3140,28,100.0,Vintage Cars,2800.0,sales_data_sample.csv
2005-02-22,S18_3140,24,61.52,Vintage Cars,1476.48,sales_data_sample.csv
2005-03-23,S18_3140,33,100.0,Vintage Cars,3300.0,sales_data_sample.csv
2003-01-31,S18_3232,23,100.0,Classic Cars,2300.0,sales_data_sample.csv
2003-03-10,S18_3232,46,100.0,Classic Cars,4600.0,sales_data_sample.csv
2003-04-01,S18_3232,48,100.0,Classic Cars,4800.0,sales_data_sample.csv
2003-05-08,S18_3232,25,100.0,Classic Cars,2500.0,sales_data_sample.csv
2003-06-03,S18_3232,22,100.0,Classic Cars,2200.0,sales_data_sample.csv
2003-07-04,S18_3232,41,100.0,Classic Cars,4100.0,sales_data_sample.csv
2003-08-01,S18_3232,34,100.0,Classic Cars,3400.0,sales_data_sample.csv
2003-09-11,S18_3232,32,100.0,Classic Cars,3200.0,sales_data_sample.csv
2003-09-21,S18_3232,21,100.0,Classic Cars,2100.0,sales_data_sample.csv
2003-10-11,S18_3232,20,100.0,Classic Cars,2000.0,sales_data_sample.csv
2003-10-22,S18_3232,47,100.0,Classic Cars,4700.0,sales_data_sample.csv
2003-11-05,S18_3232,39,100.0,Classic Cars,3900.0,sales_data_sample.csv
2003-11-06,S18_3232,29,100.0,Classic Cars,2900.0,sales_data_sample.csv
2003-11-12,S18_3232,45,100.0,Classic Cars,4500.0,sales_data_sample.csv
2003-11-14,S18_3232,28,100.0,Classic Cars,2800.0,sales_data_sample.csv
2003-11-20,S18_3232,26,100.0,Classic Cars,2600.0,sales_data_sample.csv
2003-11-25,S18_3232,50,100.0,Classic Cars,5000.0,sales_data_sample.csv
2003-12-02,S18_3232,48,100.0,Classic Cars,4800.0,sales_data_sample.csv
2003-12-09,S18_3232,25,100.0,Classic Cars,2500.0,sales_data_sample.csv
2004-01-16,S18_3232,40,100.0,Classic Cars,4000.0,sales_data_sample.csv
2004-02-22,S18_3232,43,100.0,Classic Cars,4300.0,sales_data_sample.csv
2004-03-11,S18_3232,22,100.0,Classic Cars,2200.0,sales_data_sample.csv
2004-04-12,S18_3232,47,100.0,Classic Cars,4700.0,sales_data_sample.csv
2004-05-05,S18_3232,36,100.0,Classic Cars,3600.0,sales_data_sample.csv
2004-06-15,S18_3232,27,100.0,Classic Cars,2700.0,sales_data_sample.csv
2004-07-06,S18_3232,29,100.0,Classic Cars,2900.0,sales_data_sample.csv
2004-07-20,S18_3232,20,100.0,Classic Cars,2000.0,sales_data_sample.csv
